CSLUG,CTITLE,SLUG,TITLE,SUBTITLE,SUPPLIER,DEFAULT_PRICE,IS_FG,MIN,MAX,STOCK,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0101,สกรูปลายสว่าน หัวF8x1-1/4 (L31mm),,,,0,,,40500,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0102,สกรูปลายสว่าน หัวF8x1/2-(L12mm) - สีรุ้ง -,,,0.35,0,,,400,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0103,สกรูหัวจมเตเปอร์--M6xP1x12mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200, -   ,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0104,สกรูหัวจมเตเปอร์--M6xP1x15mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,4579,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0105,สกรูหัวจมเตเปอร์--M6xP1x20mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,600,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0106,สกรูหัวจมเตเปอร์--M6xP1x25mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,2400,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0107,สกรูหัวจมเตเปอร์--M6xP1x30mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,1965,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0108,สกรูหัวจมเตเปอร์--M6xP1x35mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,487,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0109,สกรูหัวจมเตเปอร์--M6xP1x40mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,1180,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0110,สกรูหัวจมเตเปอร์--M8xP1.25x15mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,2.90,0,50,200,1164,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0111,สกรูหัวจมเตเปอร์--M8xP1.25x20mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,3.20,0,50,200,592,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0112,สกรูหัวจมเตเปอร์--M8xP1.25x25mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,3.45,0,50,200,540,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0113,สกรูหัวจมเตเปอร์--M8xP1.25x30mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,3.75,0,50,200,152,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0114,สกรูหัวจมเตเปอร์--M8xP1.25x35mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200, -   ,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0115,สกรูหัวจมเตเปอร์--M8xP1.25x40mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,338,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0116,สกรูหัวจม--M5xP1x8mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,1405,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0117,สกรูหัวจม--M5xP1x8mm - สีดำ -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,2590,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0118,สกรูหัวจม--M5xP1x10mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0119,สกรูหัวจม--M5xP1x12mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200, -   ,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0120,สกรูหัวจม--M5xP1x12mm - สีดำ -,,กรุงเทพสกรูไทย จำกัด,,0,50,200, -   ,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0121,สกรูหัวจม--M5xP1x15mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,1.45,0,50,200, -   ,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0122,สกรูหัวจม--M6xP1x20mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,449,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0123,สกรูหัวจม--M6xP1x8mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,2087,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0124,สกรูหัวจม--M6xP1x16mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,3669,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0125,สกรูหัวจม--M6xP1x25mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200, -   ,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0126,สกรูหัวจม--M6xP1x30mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200, -   ,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0127,สกรูหัวจม--M6xP1x35mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200,720,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0128,สกรูหัวจม--M6xP1x50mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,,0,50,200, -   ,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0129,สกรูหัวจม--M8xP1.25x15mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,2.70,0,50,200,20,,,,,,,,,,,,,,,
DC,Acc&Fitting,DC0130,สกรูหัวจม--M8xP1.25x20mm - ชุบขาว -,,กรุงเทพสกรูไทย จำกัด,2.60,0,50,200, -   ,,,,,,,,,,,,,,,
