CSLUG,CTITLE,SLUG,TITLE,SUBTITLE,SUPPLIER,DEFAULT_PRICE,IS_FG,MIN,MAX,STOCK,,,,
DA,Board,DA0144,"ไม้ MDF9mm-เมลามีน MKW101-09 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,475.00,0,,,,,,,
DA,Board,DA0145,"ไม้ MDF12mm-เมลามีน MKW101-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,565.00,0,,,,,,,
DA,Board,DA0146,"ไม้ MDF16mm-เมลามีน MKW101-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,620.00,0,,,,,,,
DA,Board,DA0147,"ไม้ MDF19mm-เมลามีน MKW101-03 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,470.00,0,,,,,,,
DA,Board,DA0148,"ไม้ MDF19mm-เมลามีน MKW101-04 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,690.00,0,,,,,,,
DA,Board,DA0149,"ไม้ MDF19mm-เมลามีน MKW101-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,735.00,0,,,,,,,
DA,Board,DA0150,"ไม้ MDF25mm-เมลามีน MKW101-04 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,950.00,0,,,,,,,
DA,Board,DA0151,"ไม้อัดยาง PWB15mm-เมลามีน MKW101-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,340.00,0,,,,,,,
DA,Board,DA0152,"แผ่นคอมแพค12mm #29087 Grenada 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0153,"แผ่นคอมแพค12mm #29121 Samoa Teak 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0154,"แผ่นคอมแพค12mm #1927 Light Grey 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0155,"ไม้ HMR18mm-เมลามีน MD658 2 หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,,0,,,,,,,
DA,Board,DA0156,"ไม้ HMR18mm-เมลามีน MD713 2 หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,1410.00,0,,,,,,,
DA,Board,DA0157,"ไม้ HMR12mm-เมลามีน MD399-E2 1หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,720.00,0,,,,,,,
DA,Board,DA0158,"ไม้ HMR12mm-เมลามีน MD399-E2 2หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,770.00,0,,,,,,,
DA,Board,DA0159,"ไม้ HMR18mm-เมลามีน MD399-E2 2หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,980.00,0,,,,,,,
DA,Board,DA0160,"ไม้ HMR25mm-เมลามีน MD399-E2 2หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,1150.00,0,,,,,,,
DA,Board,DA0161,"ไม้ HMR9mm-เมลามีน MD399-E2 1หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,635.00,0,,,,,,,
DA,Board,DA0162,"ไม้ HMR6mm-เมลามีน MD203 Grey 2หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,600.00,0,,,,,,,
DA,Board,DA0163,"ไม้ HMR12mm-เมลามีน MD203 Grey 2หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,780.00,0,,,,,,,
DA,Board,DA0164,"ไม้ HMR18mm-เมลามีน MD203 Grey 2หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,880.00,0,,,,,,,
DA,Board,DA0165,"ไม้ MDF18mm-เมลามีน MD244 2 หน้า 1800x2400mm (6""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,1750.00,0,,,,,,,
DA,Board,DA0166,"ไม้ MDF18mm-เมลามีน MD372 2 หน้า 1200x2400mm (4""x8"")",, บริษัท เมโทร เอ็ม.ดี.เอฟ. จำกัด ,915.00,0,,,,,,,
DA,Board,DA0167,"ไม้ HMR18mm-เมลามีน MKW4032-04 2 หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1010.00,0,,,,,,,
DA,Board,DA0168,"ไม้ HMR18mm-เมลามีน MKW3304-05 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1310.00,0,,,,,,,
DA,Board,DA0169,"ไม้ HMR25mm-เมลามีน MKW5771-11 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1350.00,0,,,,,,,
DA,Board,DA0170,"ไม้ HMR12mm-เมลามีน MKW400-06 2หน้า 1200x2400mm (4""x8"") BLACK",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1065.00,0,,,,,,,
DA,Board,DA0171,"ไม้ HMR12mm-เมลามีน MKW400-09 2หน้า 1200x2400mm (4""x8"") BLACK",, บริษัท เอ็มเค วู้ดเทค จำกัด ,865.00,0,,,,,,,
DA,Board,DA0172,"ไม้ HMR18mm-เมลามีน MKW400-06 2หน้า 1200x2400mm (4""x8"") BLACK",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1305.00,0,,,,,,,
DA,Board,DA0173,"ไม้ HMR18mm-เมลามีน MKW400-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,950.00,0,,,,,,,
DA,Board,DA0174,"ไม้ MDF4mm-เมลามีน MKW400-01 2หน้า 1200x2400mm (4""x8"") BLACK",, บริษัท เอ็มเค วู้ดเทค จำกัด ,425.00,0,,,,,,,
DA,Board,DA0175,"ไม้ MDF16mm-เมลามีน MKW400-04 2หน้า 1200x2400mm (4""x8"") BLACK",, บริษัท เอ็มเค วู้ดเทค จำกัด ,720.00,0,,,,,,,
DA,Board,DA0176,"ไม้ MDF19mm-เมลามีน MKW400-04 2หน้า 1200x2400mm (4""x8"") BLACK",, บริษัท เอ็มเค วู้ดเทค จำกัด ,790.00,0,,,,,,,
DA,Board,DA0177,"ไม้ HMR12mm-เมลามีน MEL073 Sandstone 2 หน้า 1200x2400mm (4""x8"")",,บริษัท รุ่งสมบัติ (2528) จำกัด,914.00,0,,,,,,,
DA,Board,DA0178,"ไม้ HMR15mm-เมลามีน MEL073 Sandstone 2 หน้า 1200x2400mm (4""x8"")",,บริษัท รุ่งสมบัติ (2528) จำกัด,1067.00,0,,,,,,,
DA,Board,DA0179,"ไม้ HDF4mm-เมลามีน MKW7651-09 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,260.00,0,,,,,,,
DA,Board,DA0180,"ไม้ HMR6mm-เมลามีน MKW7651-01 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,690.00,0,,,,,,,
DA,Board,DA0181,"ไม้ HMR12mm-เมลามีน MKW7651-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,805.00,0,,,,,,,
DA,Board,DA0182,"ไม้ HMR18mm-เมลามีน MKW7651-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1010.00,0,,,,,,,
DA,Board,DA0183,"ไม้ HMR25mm-เมลามีน MKW7651-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1270.00,0,,,,,,,
DA,Board,DA0184,"ไม้ HMR12mm-เมลามีน ES4002-11 2 หน้า 1200x2400mm (4""x8"")",,บริษัท อีเอส คอนเซปท์ จำกัด,775.00,0,,,,,,,
DA,Board,DA0185,"ไม้ HMR12mm-เมลามีน ES4006-11 2 หน้า 1200x2400mm (4""x8"")",,บริษัท อีเอส คอนเซปท์ จำกัด,650.00,0,,,,,,,
DA,Board,DA0186,"ไม้ HMR18mm-เมลามีน ES4002-11 2 หน้า 1200x2400mm (4""x8"")",,บริษัท อีเอส คอนเซปท์ จำกัด,960.00,0,,,,,,,
DA,Board,DA0187,"ไม้ PB12mm ปาติเกิ้ลบอร์ด-เมลามีน ES4002-11 2 หน้า 1200x2400mm (4""x8"")",,บริษัท อีเอส คอนเซปท์ จำกัด,520.00,0,,,,,,,
DA,Board,DA0188,"ไม้ PB18mm ปาติเกิ้ลบอร์ด-เมลามีน ES4002-11 2 หน้า 1200x2400mm (4""x8"")",,บริษัท อีเอส คอนเซปท์ จำกัด,620.00,0,,,,,,,
DA,Board,DA0189,"ไม้ MDF18mm-เมลามีน ES4003-11 2 หน้า 1200x2400mm (4""x8"")",,บริษัท อีเอส คอนเซปท์ จำกัด,725.00,0,,,,,,,
DA,Board,DA0190,"ไม้ HDF4mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2200mm (4""x7.3"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,,,,,,
DA,Board,DA0191,"ไม้ HDF4mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,,,,,,
DA,Board,DA0192,"ไม้ HDF4mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x3000mm (4""x10"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,70.00,0,,,,,,,
DA,Board,DA0193,"ไม้ HMR12mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0194,"ไม้ HMR12mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2750mm (4""x9"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0195,"ไม้ HMR12mm-ฟิล์ม MYKA#TIN-008K 2หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0196,"ไม้ HMR15mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0197,"ไม้ HMR15mm-ฟิล์ม MYKA#TIN-008K 2หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0198,"ไม้ HMR18mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,66.00,0,,,,,,,
DA,Board,DA0199,"ไม้ HMR18mm-ฟิล์ม MYKA#TIN-008K 2หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,115.00,0,,,,,,,
DA,Board,DA0200,"ไม้ HMR6mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,50.00,0,,,,,,,
DA,Board,DA0201,"ไม้ HMR9mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0202,"ไม้ HMR9mm-ฟิล์ม MYKA#TIN-008K 2หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0203,"ไม้ MDF12mm-ฟิล์ม MYKA#TIN-008K 2หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,100.00,0,,,,,,,
DA,Board,DA0204,"ไม้ MDF18mm-ฟิล์ม MYKA#TIN-008K 2หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,100.00,0,,,,,,,
DA,Board,DA0205,"ไม้ MDF19mm-ฟิล์ม MYKA#TIN-008K 2หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,100.00,0,,,,,,,
DA,Board,DA0206,"ไม้ MDF4mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,50.00,0,,,,,,,
DA,Board,DA0207,"ไม้อัดยางพาราประสาน20mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2400mm (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,75.00,0,,,,,,,
DA,Board,DA0208,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,,,,,,
DA,Board,DA0209,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2600mm (4""x8.6"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,65.00,0,,,,,,,
DA,Board,DA0210,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2800mm (4""x9.3"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,65.00,0,,,,,,,
DA,Board,DA0211,"ไม้ HMR6mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,,,,,,
DA,Board,DA0212,"ไม้ HMR6mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2650mm (4""x8.8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,,,,,,
DA,Board,DA0213,"ไม้ HMR12mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0214,"ไม้ HMR15mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0215,"ไม้ HMR15mm-ฟิล์ม MYKA#TGS-010K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0216,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-010K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,115.00,0,,,,,,,
DA,Board,DA0217,"ไม้ HDF4mm--ฟิล์ม MYKA#TIN-011K 1หน้า 1200x3000mm (4""x10"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,70.00,0,,,,,,,
DA,Board,DA0218,"ไม้ HMR12mm-ฟิล์ม MYKA#TIN-011K 1หน้า 1200x2750mm (4""x9"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,70.00,0,,,,,,,
DA,Board,DA0219,"ไม้ HMR15mm-ฟิล์ม MYKA#TIN-011K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0220,"ไม้ HMR15mm-ฟิล์ม MYKA#TIN-011K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0221,"ไม้ HMR18mm-ฟิล์ม MYKA#TIN-011K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,115.00,0,,,,,,,
DA,Board,DA0222,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x3000mm (4""x10"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,70.00,0,,,,,,,
DA,Board,DA0223,"ไม้ HMR12mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2000mm (4""x6.6"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0224,"ไม้ HMR12mm-ฟิล์ม MYKA#TGS-010K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0225,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-001K 1หน้า 1200x2000mm (4""x6.6"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,55.00,0,,,,,,,
DA,Board,DA0226,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-001K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,,,,,,
DA,Board,DA0227,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-001K 1หน้า 1200x2600mm (4""x8.6"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,60.00,0,,,,,,,
DA,Board,DA0228,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-001K 1หน้า 1200x2800mm (4""x9.3"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,65.00,0,,,,,,,
DA,Board,DA0229,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-001K 1หน้า 1200x3000mm (4""x10"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,70.00,0,,,,,,,
DA,Board,DA0230,"ไม้ HMR12mm-ฟิล์ม MYKA#TGS-001K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0231,"ไม้ HMR15mm-ฟิล์ม MYKA#TGS-001K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0232,"ไม้ HMR15mm-ฟิล์ม MYKA#TGS-001K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0233,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-001K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,66.00,0,,,,,,,
DA,Board,DA0234,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-001K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,115.00,0,,,,,,,
DA,Board,DA0235,"ไม้ HMR9mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0236,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-010K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,66.00,0,,,,,,,
DA,Board,DA0237,"ไม้ HDF4mm-ฟิล์ม MYKA#TIN-745K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,,,,,,
DA,Board,DA0238,"ไม้ HDF4mm-ฟิล์ม MYKA#TIN-745K 1หน้า 1200x2650mm (4""x8.8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,60.00,0,,,,,,,
DA,Board,DA0239,"ไม้ HMR9mm-ฟิล์ม MYKA#TIN-745K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0240,"ไม้ HMR12mm-ฟิล์ม MYKA#TIN-745K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0241,"ไม้ HMR12mm-ฟิล์ม MYKA#TIN-745K 1หน้า 1200x2650mm (4""x8.8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,70.00,0,,,,,,,
DA,Board,DA0242,"ไม้ HMR12mm-ฟิล์ม MYKA#TIN-745K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0243,"ไม้ HMR15mm-ฟิล์ม MYKA#TIN-745K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,55.00,0,,,,,,,
DA,Board,DA0244,"ไม้ HMR15mm-ฟิล์ม MYKA#TIN-745K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,,,,,,
DA,Board,DA0245,"ไม้ HMR18mm-ฟิล์ม MYKA#TIN-745K 2หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,115.00,0,,,,,,,
DA,Board,DA0246,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-004K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,66.00,0,,,,,,,
DA,Board,DA0247,"ไม้ HMR9mm-ฟิล์ม MYKA#TGS-004K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0248,"ไม้ HMR12mm-ฟิล์ม MYKA#TGS-004K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,62.00,0,,,,,,,
DA,Board,DA0249,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-004K 1หน้า 1200x2800mm (4""x9.3"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,65.00,0,,,,,,,
DA,Board,DA0250,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-005K 1หน้า 1200x3000mm (4""x10"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,70.00,0,,,,,,,
DA,Board,DA0251,"ไม้ HMR12mm-ฟิล์ม MYKA#TGS-005K 2หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,110.00,0,,,,,,,
DA,Board,DA0252,"ไม้ HMR15mm-ฟิล์ม MYKA#TGS-005K 1หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,62.00,0,,,,,,,
DA,Board,DA0253,"ไม้ HMR15mm-ฟิล์ม MYKA#TGS-005K 2หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,50.00,0,,,,,,,
DA,Board,DA0254,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-005K 1หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,66.00,0,,,,,,,
DA,Board,DA0255,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-005K 2หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,115.00,0,,,,,,,
DA,Board,DA0256,"ไม้ HDF4mm-ฟิล์ม MYKA#TIN-005K 1หน้า 1200x3000mm (4""x10"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,110.00,0,,,,,,,
DA,Board,DA0257,"ไม้ HMR18mm-ฟิล์ม MYKA#TIN-005K 2หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,115.00,0,,,,,,,
DA,Board,DA0258,"ไม้ HMR6mm ปิดผิววีเนียร์ Vnr.Recomposed FW-1111 2หน้า 1200x2400mm (4""x8"") A/A",,,1630.00,0,,,,,,,
DA,Board,DA0259,"ไม้ HMR12mm ปิดผิววีเนียร์ Vnr.Recomposed FW-1111 2หน้า 1200x2400mm (4""x8"") A/A",,,1830.00,0,,,,,,,
DA,Board,DA0260,"ไม้ HMR18mm ปิดผิววีเนียร์ Vnr.Recomposed FW-1111 1หน้า 1200x2400mm (4""x8"") A ",,,1405.00,0,,,,,,,
DA,Board,DA0261,"ไม้ HMR18mm ปิดผิววีเนียร์ Vnr.Recomposed FW-1111 2หน้า 1200x2400mm (4""x8"") A/A",,,2060.00,0,,,,,,,
DA,Board,DA0262,"ไม้อัดยาง PW4mm ปิดผิววีเนียร์ A Vnr.FW-1111 1200x2400mm (4""x8"")",,,625.00,0,,,,,,,
DA,Board,DA0263,"ไม้อัดยาง PW4mm ปิดผิววีเนียร์ A Vnr.FW-1111ต่อ Finger joint 1220x3050mm (4""x10"")",,,2520.00,0,,,,,,,
DA,Board,DA0264,"ไม้อัดยาง PW4mm ปิดผิววีเนียร์ A Vnr.FW-1134 ต่อ Finger joint 1220x3000mm (4""x10"")",,,2520.00,0,,,,,,,
DA,Board,DA0265,"ไม้อัดยาง PW6mm ปิดผิววีเนียร์ A Vnr.Reccomposed FW-1134 1200x2400mm (4""x8"") A",,,975.00,0,,,,,,,
DA,Board,DA0266,"ไม้อัดยาง PW10mm ปิดผิววีเนียร์ A Vnr.Reccomposed FW-1134 1200x2400mm (4""x8"") A",,,1365.00,0,,,,,,,
DA,Board,DA0267,ซ้ำ,,,,0,,,,,,,
DA,Board,DA0268,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ FW-1111 เยื่อบางต่อFinger Joint 1200x3000mm (4""x10"")",,,2550.00,0,,,,,,,
DA,Board,DA0269,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ A Vnr.Reccomposed FW-1134 4x1200x2400mm (4""x8"") A",,,775.00,0,,,,,,,
DA,Board,DA0270,"ไม้อัดยางดัดโค้ง PW4mm-เปลือย -1200x2400mm (4""x8"")",,,489.95,0,,,,,,,
DA,Board,DA0271,"ไม้อัดยางดัดโค้ง PW4mm-ลายไม้สักขวาง 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0272,"ไม้อัดยางดัดโค้ง PW6mm-เปลือยลายตรง - 1200x2400mm (4""x8"") ",,,,0,,,,,,,
DA,Board,DA0273,"ไม้อัดยางดัดโค้ง PW6mm-เปลือยลายขวาง - 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0274,"ไม้อัดยางดัดโค้ง PW10mm-เปลือยลายขวาง 1200x2400mm (4""x8"") ",,,,0,,,,,,,
DA,Board,DA0275,"ไม้อัดยางพารางประสาน12mm-เปลือย-1200x2400mm (4""x8"") บัทจอยท์CC",,,850.00,0,,,,,,,
DA,Board,DA0276,"ไม้ HMR18mm-เมลามีน ES4006-11 2หน้า 1200x2400mm (4""x8"")",,บริษัท อีเอส คอนเซปท์ จำกัด,,0,,,,,,,
DA,Board,DA0277,"ไม้ HDF4mm-ฟิล์ม Import#67-104 1หน้า 1200x2400mm (4""x9.3"")",,,57.00,0,,,,,,,
DA,Board,DA0278,"ไม้ HDF4mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1220x1880mm (4""x6"")",,,57.00,0,,,,,,,
DA,Board,DA0279,"ไม้ HDF4mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1200x2650mm (4""x8.8"")",,,60.00,0,,,,,,,
