CSLUG,CTITLE,SLUG,TITLE,SUBTITLE,SUPPLIER,DEFAULT_PRICE,IS_FG,MIN,MAX,STOCK,,,,,,,,,,,,,,,
DF,Finishing,DF0131,"ลามิเนต 0.8mm Formica# PP5486-NT 0.8x1200x2400mm (4""x8"")",,บริษัท รุ่งสมบัติ (2528) จำกัด ,1120.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0132,"ลามิเนต 0.8mm GREENLAM# PM 9032 B 0.8x1200x2400mm (4""x8"")",,,1300.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0133,"ลามิเนต 0.8mm AICA# LSX ASW 14159 KY32 0.8x1200x2400mm (4""x8"")",,บริษัท รุ่งสมบัติ (2528) จำกัด ,2590.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0134,"ลามิเนต 0.7mm WDG#HS 5002VTO2+ HCPL 0.7x1300x2400mm (4""x8"")",,บริษัท ดับเบิ้ลยูจี จำกัด,2100.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0135,"ลามิเนต 0.7mm Vergo#V-DM7660W 0.7x1200x2400mm (4""x8"")",,"บริษัท เวอร์โก้ แปซิฟิก  บริษัท เวอร์โก้ แปซิฟิก
(ประเทศไทย) จำกัด",800.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0136,"ลามิเนต 0.8mm Vergo#CFS5104 S 0.8x1200x2400mm (4""x8"")",,"บริษัท เวอร์โก้ แปซิฟิก  บริษัท เวอร์โก้ แปซิฟิก
(ประเทศไทย) จำกัด",467.29,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0137,"ลามิเนต 0.8mm NO.ASW 13004 KN74 0.8x1200x2400mm (4""x8"")",,แสงเจริญเฮ้าส์ซิ่งโปรดักส์ จำกัด,2420.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0138,"ลามิเนต 1.0mm Lamitak#DXP 4318G 1.0x1200x2400mm (4""x8"")",,บริษัท ทีเอเค โพรดัคส์ แอนด์,1900.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0139,"ลามิเนต 0.7mm Lamitak#HPL/DXP 4321G 0.7x1200x2400mm (4""x8"")",,บริษัท ทีเอเค โพรดัคส์ แอนด์,1990.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0140,"ลามิเนต 0.7mm Lamitak# HPL/DXP 1358XM 0.7x1200x2400mm (4""x8"")",,บริษัท ทีเอเค โพรดัคส์ แอนด์,1800.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0141,"ลามิเนต 0.8mm Formica# AP 0927 UN 0.8x1200x2400mm (4""x8"")",,บริษัท รุ่งสมบัติ (2528) จำกัด ,790.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0142,"ลามิเนต 0.8mm Formica# AP -8844-NT 0.8x1200x2400mm (4""x8"")",,แสงเจริญเฮ้าส์ซิ่งโปรดักส์ จำกัด,970.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0143,"ลามิเนต 0.8mm BFM#KWG 7728 0.8x1200x2400mm (4""x8"")",,บริษัท บี.เอฟ.เอ็ม. จำกัด,1050.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0144,ฟิล์ม 1mm IMPORT#31030 สีเงินลายทางตรง W1260mm (มีกาว),,IMPORT,0.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0145,ฟิล์ม 0.13mm MYKA#PP-TIN-015K W1260mm (ไม่มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0146,ฟิล์ม 0.13mm MYKA#TIN-029K W1260mm (มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0147,ฟิล์ม 0.13mm MYKA#PP-TIN-021K W1260mm (ไม่มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0148,ฟิล์ม 0.13mm MYKA#PP-TIN-905K W1260mm (ไม่มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0149,ฟิล์ม 0.13mm MYKA#PP-TIN-906K W1260mm (ไม่มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0150,ฟิล์ม 0.13mm MYKA#PP-TIN-908K W1260mm (ไม่มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0151,ฟิล์ม 0.13mm MYKA#PP-TIN-909K W1260mm (ไม่มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0152,ฟิล์ม 1mm IMPORT#31030 สีเงินลายทางตรง W1260mm (มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0153,ฟิล์ม 1mm SLT#FM-31009 สีทอง W1260mm (มีกาว),,,,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0154,"ลามิเนต 0.7mm ลามิเนต LSX#AS-13031 DN74 CS16 0.7x1200x2400mm (4""x8"")",,แอลเอสเอ็กซ์ จำกัด,730.00,,,,,,,,,,,,,,,,,,,
DF,Finishing,DF0155,"ลามิเนต 0.8mm Formica PP-0933-NM-0.8x1200x2400mm (4""x8"")",, บริษัท รุ่งสมบัติ (2528) จำกัด,910.00,,,,,,,,,,,,,,,,,,,
,Finishing,DF0156,"ลามิเนต 0.8mm AICA#0377 60 335 -0.8x1200x2400mm (4""x8"")",, บริษัท รุ่งสมบัติ (2528) จำกัด,735.00,,,,,,,,,,,,,,,,,,,
